Sample,label,Parabacteroides,Eubacterium,Gemmiger,Alloprevotella,Ruminococcus,Megasphaera,Blautia,Odoribacter,Butyricimonas,Bifidobacterium,Fusicatenibacter,Dialister,Clostridium_XVIII,Pyramidobacter,Turicibacter,Anaerostipes,Sutterella,Coprococcus,Megamonas,Escherichia/Shigella,Flavonifractor,Intestinibacter,Prevotella,Collinsella,Barnesiella,Haemophilus,Anaerotruncus,Dorea,Roseburia,Phascolarctobacterium,Lachnospiracea_incertae_sedis,Streptococcus,Oscillibacter,Clostridium_XlVb,Clostridium_sensu_stricto,Desulfovibrio,Romboutsia,Clostridium_IV,Bacteroides,Paraprevotella,Veillonella,Akkermansia,Parasutterella,Clostridium_XlVa,Holdemanella,Alistipes,Eisenbergiella,Fusobacterium,Faecalibacterium,Bilophila,Ruminococcus2,Catenibacterium
CR072,A,2.551384977,0.031524525,1.969232064,0.073557227,0.743978817,0,1.16010256,0.237484763,0.014711446,0.023117986,0.468664621,0.063049052,0.025219621,0.002101635,0.002101635,0.033626161,0.332058341,0.205960237,0.203858602,1.61615737,0.712454289,0.016813081,0.42242865,0.414022109,0.052540877,0.029422891,0.023117986,0.262704384,0.529612039,1.523685427,1.366062796,0.052540876,0.229078223,0.514900592,0.018914715,0.01260981,0.046235972,0.069353957,50.28582237,0.102980118,0.067252322,0,0.399310664,1.107561683,0,10.25177588,0.058845782,0.506494053,5.075448699,0.399310664,0.508595687,0
CR058,A,2.378740412,0.324079077,0.466673868,0,1.389218968,0.038889489,0.553094958,0.146915848,0.025926326,0.09938425,0.209571135,0.663281841,0.09938425,0.22901588,0.004321054,0.036728963,0.920384575,0.267905369,0.957113535,3.277519715,0.146915847,0.010802636,7.961542617,0.086421087,0.24413957,0.051852652,0.043210543,0.162039538,1.499405855,1.944474452,2.046019228,0.025926326,0.45803176,0.362968565,0.082100032,0.25926326,0.028086853,0.062655288,50.11774873,0.553094955,0.036728961,0.393215945,0.330560657,0.967916172,0.250621152,1.106189911,0.088581614,0.540131792,4.550070218,0.157718483,0.978718808,0.028086853
CRH05,A,3.152745062,0.172132632,0.283112883,0.013589418,1.014676571,0.031708643,0.441656096,0.079271607,0.011324515,0.031708643,0.049827867,0.04529806,1.494836021,0,0,0.018119224,0.206106178,1.091683275,0.246874434,0.360119587,0.203841275,0.006794709,1.202663526,0.015854321,0.043033158,0.808570393,0.013589418,0.063417286,0.856133357,0.650027179,14.5678565,0.033973546,0.231020111,0.187986954,0.018119224,0.013589418,0.013589418,0.224225403,48.88340278,1.377061062,0.013589418,0.009059612,0.129099474,3.555897806,0.006794709,0.670411305,0.004529806,0.989762637,2.34417467,0.380503714,0.763272331,0
CRG10,A,0.400398281,0.230917527,1.466008517,0,0.576234562,0.088977396,0.44064996,0.044488698,0.002118509,0.010592547,0.197021376,0.237273055,0.016948076,0,0,0.078384849,0.756307862,0.122873546,0.016948075,4.838675508,0.281761753,0.008474038,1.374912612,0.025422113,0.012711056,0.03389615,0.010592547,0.150414169,1.5295638,15.9269538,0.567760526,0.006355528,0.216087961,0.32836896,0.03389615,0.046607206,0.019066585,0.118636527,51.61324493,0.012711056,0.021185094,0.046607207,0.101688452,0.523271828,0.006355528,0.802915069,0.012711057,0.262695168,2.982861258,3.703154461,1.016884521,0
CR013,A,1.661122528,0.11865161,0.3686675,0.605970718,0.125007946,0.002118779,0.408924296,0.256372227,0.084751149,0.012712672,0.044494353,0.029662902,0.110176494,0.059325805,0,0.019069009,0.211877874,0.372905058,0.260609784,3.169692989,0.273322457,0.004237557,7.985677058,0.072038477,0.086869929,0.078394813,0.006356336,0.188571307,1.203466321,2.809500604,1.040320361,0.101701379,0.256372227,0.345360933,0.05085069,0.088988707,0.029662902,0.088988707,49.71714303,0.069919698,0.112295274,0.305104138,1.690785432,1.042439138,0.006356336,1.434413204,0.057207026,1.769180244,13.21906054,0.258491006,0.362311164,0.021187787
CR011,A,2.085676094,0.118817764,0.583480087,0.468905816,0.169739663,0.002121746,0.282192189,0.197322357,0.016973966,0.025460949,0.019095712,0.118817763,0.118817763,0.065774119,0,0.116696018,0.133669984,0.224905052,0.889011479,3.991003798,0.277948695,0.01485222,5.098555094,0.021217457,0.277948697,0.065774119,0.025460949,0.084869831,0.753219749,3.44783688,0.969637818,0.027582695,0.719271816,1.188177633,0.029704442,0.048800152,0.016973966,0.070017611,48.84258768,0.154887441,0.513462477,3.312045151,0.201565849,1.258195241,0.004243492,0.814750377,0.012730475,3.573019881,5.501686787,0.235513781,0.377670747,0.002121746
CRD06,A,0.81324129,0.100374869,0.450662679,0.014339267,4.971628736,0.016387734,0.258106805,0.059405535,0.0122908,0.016387734,0.143392671,0.032775468,0.071696335,0,0,0.0245816,0.047114735,0.069647869,0.473195812,2.587213471,0.108568736,0.014339267,1.364278838,0.233525206,0.053260134,0.010242333,0.002048467,0.098326403,1.671548845,0.268349141,6.133109368,0.0184362,0.122908003,0.200749738,0.102423336,0.024581601,0.024581601,0.073744803,50.10959297,0.383063277,0,0.008193867,0.141344204,1.317164102,0.004096933,0.479341213,0.0061454,20.11389476,1.70637278,0.11266567,0.702624086,0
CRJ07,A,1.518524233,0.154276772,0.775791771,0,1.917439887,0.015427677,1.106384854,0.138849095,0.030855355,0.467238225,3.250831993,0.152072819,0.015427678,0.006611862,0,0.013223724,0.14766491,0.180724219,0.147664911,0.683225707,0.107993741,0.011019769,1.141648119,0.061710709,0.046283032,0.019835585,0.006611862,0.09036211,1.472241202,0.171908404,6.768342408,0.026447447,0.227007252,0.337204946,0.136645142,0.07934234,0.026447447,0.03967117,49.27159324,0.13003328,1.778590792,0.033059308,4.985343706,2.140039231,0.01101977,0.736120599,0.004407908,0.160888635,9.613646882,0.094770017,0.495889626,0
CRH04,A,1.279993415,0.25929127,0.310737951,0,1.345845166,0.004115734,0.580318557,0.090546158,0.006173602,0.024694407,0.139934971,0.078198955,0.236654731,0,0.004115734,0.022636539,0.065851751,0.2448862,0.06585175,0.294275013,0.117298432,0.010289336,5.504794826,0.030868008,0.018520805,0.055562415,0.006173602,0.121414166,3.259661687,1.203852326,4.821582911,0.02263654,0.152282174,0.374531835,0.156397908,0,0.078198955,0.045273079,49.10276988,0.141992838,0.01440507,0.004115734,0.07408322,2.251306746,0.002057867,0.502119604,0.008231469,8.200600896,6.039840309,0.055562415,0.79433675,0
CRC09,A,2.710537132,0.084366281,1.077292491,0.002163238,1.776018346,0.015142666,0.547299198,0.504034439,0.568931577,0.209834079,0.108161897,0.893417267,0.385056352,0.030285331,0,0.023795618,0.047591234,0.103835422,0.064897139,0.253098838,0.337465118,0,2.355766115,0.032448569,0.069223614,0.103835421,0.07355009,0.173059035,2.074545179,0.802561274,1.302269237,0.85880546,2.081034894,0.893417268,0.071386852,0.131957514,0.025958855,0.114651609,47.52633743,0.121141325,0.02163238,0.01081619,0.181711986,0.752806802,0.008652952,8.092673113,0.019469142,0.599216908,4.168559501,0.129794276,1.851731672,0
CRE10,A,2.571632155,0.148986247,0.278539503,0,0.423207307,0.017273768,0.371386005,0.289335607,0.006477663,0.041025198,0.200807549,0.047502861,0.023751431,0.019432989,0,0.047502861,0.351953016,0.114438711,0.012955326,3.901712262,0.1338717,0.017273768,2.439919681,0.017273768,0.019432989,0.023751431,0.008636884,0.207285212,5.270658347,0.278539503,0.628333298,0.082050397,0.174896897,0.187852223,0.101483385,0.151145467,0.114438711,0.159782351,47.4035368,0.205125991,0.876643707,16.43167145,0.064776629,1.181093862,0,1.638848704,0.008636884,4.558115432,1.207004512,0.608900309,0.511735366,0
CR088,A,3.23629441,0.207482193,1.251310132,0,1.347564759,0.346516652,0.43421531,0.342238668,0.004277983,0.111227567,0.391435477,0.414964386,0.068447733,0.004277983,0.004277983,0.201065217,0.25454001,1.060939873,0.091976642,0.968963231,0.464161195,0.0256679,1.26200509,0.340099677,0.008555967,0.098393617,0.010694958,0.094115634,4.044833265,0.541164895,1.296228958,0.017111933,0.278068917,0.598917671,0.008555967,0.004277983,0.034223867,0.021389917,46.6556865,0.622446578,0.049196808,0.271651944,0.797843898,1.826698895,0,0.635280529,0.062030758,0.87912558,5.860837202,0.425659344,0.543303886,0
CRF07,A,1.254671091,0.41335254,4.302624162,0,2.144005345,0.018788752,0.52190977,0.058453894,0.419615457,0.02087639,0.317321142,0.083505564,0.096031398,0.006262917,0.006262917,0,0.108557232,0.237990856,0.018788751,4.183628734,0.20667627,0.018788752,1.394542912,0.020876391,0.286006555,0.052190977,0.020876391,0.144047098,3.979040103,0.722323124,1.67011127,0.010438195,0.515646854,0.394563787,0.08768084,0.027139308,0.150310014,0.102294316,48.42278866,0.079330285,0.031314586,0.04592806,1.223356506,2.254650217,0.002087639,3.555249368,0.043840421,0.158660571,8.4758147,0.169098766,0.61794117,0
CRA06,A,0.914741167,0.278758595,0.441883995,0.078465382,0.429494723,0.014454149,0.747486009,0.443948873,0.064011233,0.15073613,0.320056165,0.055751718,0.06814099,0.006194635,0.002064878,0.043362448,0.037167813,0.241590782,0.051621961,0.322121043,0.268434203,0.004129757,2.356026346,0.140411737,0.066076112,0.107373681,0.016519028,0.256044932,2.568708831,0.355159099,2.713250325,0.030973177,0.171384914,0.450143509,0.179644428,0.024778542,0.082595139,0.125957587,48.13644716,0.175514671,0.010324391,10.6898759,0.06607611,6.415577442,0,5.335645997,2.207355097,0.076400503,2.789650828,0.115633195,0.423300088,0
CR038,A,2.190580504,0.197152246,0.385542169,0,3.33187295,0,0.646221249,0.070098576,0.035049288,0.155531216,0.801752464,0.238773275,0.100766703,0.26067908,0,0.118291348,0.21467689,0.286966047,0.140197153,2.394304491,0.184008763,0.013143483,3.500547649,0.096385543,0.046002191,0.017524645,0.052573932,0.133625411,2.153340636,3.064622125,4.503833516,0.096385543,0.403066813,0.350492882,0.037239869,1.13033954,0.04162103,0.210295729,46.84337351,0.424972618,0.067907997,5.340635268,1.283680176,1.24863089,0.074479737,0.812705367,0.102957284,0.418400877,3.187294633,0.547645126,1.86418401,0.04162103
CR032,A,1.820766353,0.257123147,0.292660493,0.004180864,0.096159875,0.004180864,0.648033948,0.096159876,0.022994753,0.01045216,0.096159876,0,0.012542592,0,0,0.142149382,0.196500618,0.05017037,2.669481783,1.285615737,0.271756173,0.006271296,9.034847504,0.018813889,0.012542592,0.006271296,0.025085185,0.144239815,0.664757406,1.289796601,7.663524051,0.073165123,0.324016976,0.171415432,0.014633024,0.025085185,0.027175617,0.148420678,47.17060016,0.140058951,0.004180864,0.006271296,0.177686728,1.837489807,0.07943642,0.418086417,0.104521604,1.227083638,13.69023978,0.171415432,0.57904969,0.004180864
CR081,A,1.193157212,0.15591165,3.559982677,0.411433521,0.840190559,0.822867042,0.448245994,0.184062364,0.05197055,0.201385882,0.647466436,0.264183629,0.045474232,0.025985275,0,0.36162841,0.313988739,0.270679947,0.320485059,0.957124296,0.25768731,0.010827198,1.054569078,1.022087484,0.218709398,0.038977912,0.008661758,0.067128628,1.693373754,1.09138155,1.383715896,0.05413599,0.476396709,0.517540061,0.021654397,0.012992638,0.045474231,0.123430057,47.75877003,1.732351668,0.114768299,0.10177566,1.31009095,1.693373755,0.00216544,2.60718926,0.110437419,0.487223907,7.700303162,1.019922044,3.066262451,0
CRH01,A,8.619955635,0.253198593,0.32938224,0,2.339286117,0.004481391,0.730466739,0.551211096,0.056017388,0.015684869,0.206143987,0.038091824,0.029129042,0.008962782,0,0.029129043,0.098590604,0.246476506,0.042573216,0.947814202,0.380918237,0.006722087,0.540007619,0.049295301,0.060498779,0.008962783,0.100831298,0.089627821,1.274955746,1.001590896,5.04828699,0.206143987,0.351789198,0.221828855,0.026888347,0.008962782,0.040332519,0.378677541,40.22496583,0.192699814,0.152367296,0.336104327,0.844742209,2.888256516,0.013444174,2.009903874,0.073942952,0.546729706,2.97564364,0.112034776,1.153958188,0
CRG02,A,0.843134475,0.295215154,0.666005385,0,0.928156441,0.009446885,0.387322279,0.075575079,0.004723442,0.025978933,0.266874498,0.205469746,2.770298994,0.002361721,0,0.028340654,0.144064996,0.122809503,1.77601436,11.88418119,0.330640971,0.004723442,1.905909024,0.094468849,0.077936801,1.183222333,0.004723442,0.630579566,1.726418214,0.233810401,0.691984319,0.002361721,0.144064994,0.786453167,0.120447782,0.103915734,0.03778754,0.229086959,47.34306362,0.111000897,0.519578669,0,0.172405649,1.343819377,0.004723442,0.389684002,0.023617212,0.699069481,2.359359501,0.488876293,8.393557226,0.002361721
CR055,A,2.045537302,0.141366977,0.45837171,0,0.74538951,0.068541564,0.918885344,0.158502367,0.023561163,0.109238117,0.82892454,0.55261636,0.087818879,0.002141924,0,0.107096194,0.387688223,0.167070062,0.644719088,3.909011074,0.137083128,0.021419239,6.909846426,0.047122326,0.036412706,0.368410906,0.006425772,0.149934671,1.64071369,0.848201855,1.205903143,0.040696554,0.194915073,0.254888942,0.233469703,0.023561163,0.017135391,0.27630818,45.96782832,0.12637351,0.293443571,0.042838478,0.102812346,1.283012404,0.051406173,0.589029065,0.012851544,5.988819158,9.00250605,0.160644291,0.809647226,0
CRJ06,A,0.854573353,0.202455033,6.207910664,0,0.976046372,0.027704373,0.377205694,0.070326485,0.012786634,0.059670957,0.251470463,0.036228796,0.03409769,0.006393317,0,0.012786634,1.871110732,0.251470462,0.300485892,0.492285398,0.149177394,0.017048845,1.106043816,0.198192823,0.038359901,0.021311056,0.008524422,0.106555281,1.928650584,2.301594067,1.016537379,0.01491774,0.338845792,0.232290512,0.089506435,0.125735231,0.055408746,0.051146535,46.60514876,0.042622112,0.027704373,0.117210809,0.161964027,1.741113289,0.008524423,1.263745632,0.004262212,0.266388202,22.68988151,0.149177393,0.564742989,0
CRD10,A,4.638957974,0.22130422,0.781941576,0.029507229,1.707203978,0.025291911,0.803018168,0.168612738,0.018968933,0.088521688,0.613328837,0.172828057,0.025291911,0.002107659,0.002107659,0.74400371,0.086414027,0.434177803,0.010538296,0.181258694,0.229734856,0.023184252,2.038106478,0.077983392,0.031614888,0.012645955,0.025291911,0.389916958,8.706740294,0.739788391,5.22488724,0.002107659,0.24659613,0.526914807,0.040045525,0.021076593,0.023184252,0.179151035,42.61897737,0.16650508,0.008430636,0.059014459,0.067445095,0.703958185,0.002107659,1.681912068,0.025291911,0.40888589,6.592758083,0.084306369,3.542975172,0
CRE08,A,1.354489165,0.350447197,1.898434813,0,1.672686618,0.002149983,0.318197454,0.298847609,0.055899553,0.008599931,0.141898865,0.548245614,0.038699691,2.05753354,0,0.027949777,0.030099759,0.395596835,0.017199862,0.141898865,0.105349156,0.012899897,7.413140695,0.064499484,0.058049535,0.500945992,0.034399725,0.079549364,1.945734435,0.139748881,0.937392501,0.073099415,0.836343309,1.487788097,0.17629859,0.042999656,0.051599587,1.360939112,45.74088407,0.554695563,0.038699691,0.365497076,0.066649467,3.369023047,0.004299966,5.484606123,0.006449948,0.141898865,2.762727897,0.062349501,0.782593739,0
CR020,A,1.530105165,0.099387495,0.71882584,0.002311337,1.800531607,0.002311337,0.450710734,0.064717439,0.238067722,1.611001965,0.543164221,0.030047382,0.039292731,0.002311337,0.009245348,0.073962787,0.115566855,0.134057553,0.330521206,14.18929851,0.281983127,0.002311337,3.811394892,0.101698833,0.085519473,0.228822374,0.01617936,0.108632844,2.66959436,1.03085635,1.067837742,0.203397666,0.298162487,0.256558419,0.020802034,0.004622674,0.083208136,0.210331677,44.91621402,0.388304635,0.552409568,0.041604068,0.217265687,1.016988328,0.030047382,0.136368889,0.013868023,0.815901999,10.87021842,0.205709003,0.395238645,0
CRI07,A,3.530530318,0.354954574,0.585252483,0,1.774772873,0.016902599,1.047961126,0.242974857,0.124656666,0.050707797,0.306359603,0.101415593,0.34439045,0.00422565,0.002112825,0.010564125,0.114092541,0.323262202,0.014789774,0.369744348,0.20494401,0.016902599,1.622649484,0.3570674,0.281005704,0.016902599,0.027466723,0.118318191,7.680118318,2.119163322,2.831185294,0.025353898,0.447918866,0.70990915,0.059159097,0.029579548,0.038030847,0.169025987,42.69807733,0.124656665,0.031692373,0.585252483,2.651595183,6.56877245,0,1.039509826,0.016902599,2.015634904,3.858018172,0.128882316,0.657088528,0
CR018,A,2.146846106,0.180811133,1.178705484,0.892611921,0.228874851,0.004577497,0.643138334,0.450883457,0.080106198,0.205987366,0.050352467,0.13961366,0.270072324,0.068662455,0,0.073239953,0.6934908,0.569898379,0.130458666,4.316579694,0.299826055,0.018309988,7.994598558,0.173944887,0.034331228,0.048063719,0.01602124,0.224297354,2.137691111,1.814977569,6.43138332,0.009154994,0.897189417,0.66373707,0.066373708,0.093838689,0.032042479,0.228874851,44.0034789,0.066373707,0.022887486,0.032042479,0.238029846,2.806005676,0.025176234,0.899478165,0.013732492,0.819371968,3.888583723,0.176233635,0.707223291,0.006866246
CR066,A,1.888598225,0.11484719,0.854973521,0,0.495544355,0.014887599,0.499797955,0.116973989,0.042535996,0.267976775,2.099151407,1.112316298,0.082945193,0.0021268,0.014887599,0.040409196,0.191411982,0.138241987,0.889002318,0.319019971,0.314766371,0.008507199,5.34890151,0.699717136,0.412599162,0.106339991,0.0021268,0.276483975,5.512665093,0.920904315,4.802313957,0.021267998,0.284991173,0.514685553,0.063803995,0.042535996,0.068057594,0.174397584,43.98647355,1.550437057,0.042535995,0.197792382,0.593377145,2.496862971,0.017014398,0.965567111,0.027648398,0.199919182,6.044365044,0.182904783,2.533018566,0
CRC03,A,1.674596023,0.083834595,0.274558296,0,0.496719973,0.010479324,0.25359965,0.07335527,0,0.029342108,0.079642865,0.058684216,0.025150378,0.002095865,0,0.002095865,0.108984973,0.050300757,9.909249051,0.645526376,0.180244378,0.010479324,1.544652404,0.037725567,0.006287595,0.023054514,0.006287595,0.094313919,0.42755643,0.190723702,1.888374236,0.033533838,0.121560162,0.259887243,0.033533838,0.018862784,0.012575189,0.014671054,44.09070903,0.624567727,0.016766919,0.052396621,0.352105296,0.498815836,0.020958649,0.517678621,0.008383459,0.241024459,27.53547251,0.060780081,0.479953052,0.002095865
CRJ03,A,2.38305774,0.311698647,0.864355822,0,0.404545053,0.126005836,0.736139356,0.126005836,0.004421257,0.097267663,0.672031126,0.269696701,0.057476346,0,0,0.008842515,0.243169157,0.106110177,16.1199045,0.534972146,0.435493854,0.008842515,0.694137413,0.143690865,0.006631886,0.037580688,0.006631886,0.378017508,0.882040853,0.194535326,1.854717482,0.057476346,1.092050579,0.709611814,0.064108232,0.072950747,0.011053144,0.03315943,43.18021046,0.101688921,0.06631886,6.928110355,0.198956583,0.756035016,0.024316916,2.245998763,0.028738173,0.316119904,3.380051286,0.123795207,0.627818552,0.019895658
CRG05,A,1.527409094,0.208570345,0.676273543,0.012640627,0.94172671,0.244385455,1.034424641,0.189609405,0.004213542,0.025281254,0.248598997,0.14326044,0.160114608,0,0,0.014747398,0.09059116,0.130619812,0.03792188,6.644756247,1.034424641,0.008427085,1.586398683,0.023174482,0.029494797,0.046348965,0.025281254,0.208570345,1.813929971,0.223317743,1.131336114,0.03581511,0.297054734,0.739476678,0.031601567,0.075843762,0.027388025,0.273880251,43.65019171,0.132726582,0.006320313,0.012640627,0.920658999,1.712804954,0.025281254,0.596216239,0.099018244,9.918678634,3.665781822,0.423461004,10.38638183,0.010533856
CR054,A,1.416944292,0.185552228,1.220849324,0,0.225614641,0.044279509,0.493400245,0.153924008,0.012651288,0.240374478,0.46598912,0.765402943,0.048496605,0.002108548,0,0.052713701,0.611478936,0.516594272,0.851853414,2.163370303,0.122295787,0.01054274,10.80209168,0.122295787,0.021085481,0.189769325,0.014759836,0.164466748,1.958841141,0.993126133,1.265128832,0.040062413,0.368995908,0.465989119,0.111753047,0.069582086,0.029519673,0.048496604,43.75658921,0.069582085,0.048496605,0.014759836,0.175009489,0.862396154,0.10753595,0.617804581,0.023194028,0.290979631,13.86792055,0.215071901,0.961497911,0
